player_id,salary,player_name,Age,Pos,Tm,G,GS,MP,TrV,EFF,Tm_use_total,eFGp,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,PTS_per_game,Tm_FGA,Tm_MP,Tm_FTA,Tm_G,Tm_TOV,ASTTOVR,FG_MP,FGA_MP,FGp_MP,X3P_MP,X3PA_MP,X3Pp_MP,X2P_MP,X2PA_MP,X2Pp_MP,FT_MP,FTA_MP,FTp_MP,ORB_MP,DRB_MP,TRB_MP,AST_MP,STL_MP,BLK_MP,TOV_MP,PF_MP,PTS_per_MP,FTF_MP,Creds,ApproxV
489,11160716,Marcus Smart,24,SG,BOS,80,60,2200,585.7163,1079.4625,0.1463,0.5326,239,567,0.4215,126,346,0.3642,113,221,0.5113,104,129,0.8062,57,177,234,321,143,28,123,201,708,0.2275,8.85,7423,19780,1598,82,1052,2.6098,0.1086,0.2577,2e-4,0.0573,0.1573,2e-4,0.0514,0.1005,2e-4,0.0473,0.0586,4e-4,0.0259,0.0805,0.1064,0.1459,0.065,0.0127,0.0559,0.0914,0.3218,1e-4,958,8.1998
506,6700800,Jayson Tatum,20,SF,BOS,79,79,2455,710.5703,1424.4557,0.2209,0.5058,466,1036,0.4498,116,311,0.373,350,725,0.4828,195,228,0.8553,70,407,477,168,84,57,122,168,1243,0.2201,15.7342,7423,19780,1598,82,1052,1.377,0.1898,0.422,2e-4,0.0473,0.1267,2e-4,0.1426,0.2953,2e-4,0.0794,0.0929,3e-4,0.0285,0.1658,0.1943,0.0684,0.0342,0.0232,0.0497,0.0684,0.5063,1e-4,1304,10.3333
513,1378242,Daniel Theis,26,C,BOS,66,2,908,412.2336,589.5,0.1578,0.5977,146,266,0.5489,26,67,0.3881,120,199,0.603,56,76,0.7368,87,138,225,68,21,42,33,161,374,0.2857,5.6667,7423,19780,1598,82,1052,2.0606,0.1608,0.293,6e-4,0.0286,0.0738,4e-4,0.1322,0.2192,7e-4,0.0617,0.0837,8e-4,0.0958,0.152,0.2478,0.0749,0.0231,0.0463,0.0363,0.1773,0.4119,3e-4,557,5.4597
543,838464,Brad Wanamaker,29,PG,BOS,36,0,343,161.7651,191.4722,0.1713,0.5524,50,105,0.4762,16,39,0.4103,34,66,0.5152,24,28,0.8571,3,38,41,56,12,2,19,34,140,0.2667,3.8889,7423,19780,1598,82,1052,2.9474,0.1458,0.3061,0.0014,0.0466,0.1137,0.0012,0.0991,0.1924,0.0015,0.07,0.0816,0.0025,0.0087,0.1108,0.1195,0.1633,0.035,0.0058,0.0554,0.0991,0.4082,8e-4,173,2.2715
557,1656600,Robert Williams,21,C,BOS,32,2,283,253.0433,196.6875,0.103,0.7059,36,51,0.7059,0,0,0,36,51,0.7059,9,15,0.6,27,54,81,7,9,40,10,36,81,0.2941,2.5312,7423,19780,1598,82,1052,0.7,0.1272,0.1802,0.0025,0,0,0,0.1272,0.1802,0.0025,0.0318,0.053,0.0021,0.0954,0.1908,0.2862,0.0247,0.0318,0.1413,0.0353,0.1272,0.2862,0.001,187,2.408
567,2667600,Guerschon Yabusele,23,PF,BOS,41,1,251,169.7093,127.6341,0.1746,0.513,35,77,0.4545,9,28,0.3214,26,49,0.5306,15,22,0.6818,23,30,53,15,8,7,15,32,94,0.2857,2.2927,7423,19780,1598,82,1052,1,0.1394,0.3068,0.0018,0.0359,0.1116,0.0013,0.1036,0.1952,0.0021,0.0598,0.0876,0.0027,0.0916,0.1195,0.2112,0.0598,0.0319,0.0279,0.0598,0.1275,0.3745,0.0011,113,1.6504
13,2034120,Jarrett Allen,20,C,BRK,80,80,2096,723.1034,1502.7125,0.159,0.5951,335,568,0.5898,6,45,0.1333,329,523,0.6291,197,278,0.7086,191,481,672,110,43,120,103,184,873,0.4894,10.9125,7358,19980,2088,82,1236,1.068,0.1598,0.271,3e-4,0.0029,0.0215,1e-4,0.157,0.2495,3e-4,0.094,0.1326,3e-4,0.0911,0.2295,0.3206,0.0525,0.0205,0.0573,0.0491,0.0878,0.4165,2e-4,1401,10.9046
97,15400000,DeMarre Carroll,32,PF,BRK,67,8,1703,279.4688,811.9104,0.1861,0.487,227,575,0.3948,106,310,0.3419,121,265,0.4566,184,242,0.7603,68,281,349,85,31,10,73,114,744,0.4209,11.1045,7358,19980,2088,82,1236,1.1644,0.1333,0.3376,2e-4,0.0622,0.182,2e-4,0.0711,0.1556,3e-4,0.108,0.1421,4e-4,0.0399,0.165,0.2049,0.0499,0.0182,0.0059,0.0429,0.0669,0.4369,2e-4,740,6.7562
125,19332500,Allen Crabbe,26,SG,BRK,43,20,1133,311.9009,390.9302,0.1645,0.4987,137,373,0.3673,98,259,0.3784,39,114,0.3421,41,56,0.7321,16,132,148,46,23,13,46,102,413,0.1501,9.6047,7358,19980,2088,82,1236,1,0.1209,0.3292,3e-4,0.0865,0.2286,3e-4,0.0344,0.1006,3e-4,0.0362,0.0494,6e-4,0.0141,0.1165,0.1306,0.0406,0.0203,0.0115,0.0406,0.09,0.3645,1e-4,346,3.8202
136,4449000,Ed Davis,29,C,BRK,81,1,1446,463.4259,1116.2099,0.127,0.6159,186,302,0.6159,0,2,0,186,300,0.62,100,162,0.6173,216,478,694,61,35,33,64,226,472,0.5364,5.8272,7358,19980,2088,82,1236,0.9531,0.1286,0.2089,4e-4,0,0.0014,0,0.1286,0.2075,4e-4,0.0692,0.112,4e-4,0.1494,0.3306,0.4799,0.0422,0.0242,0.0228,0.0443,0.1563,0.3264,4e-4,1053,8.8024
150,1656092,Spencer Dinwiddie,25,PG,BRK,68,4,1914,572.9007,1143.7647,0.2495,0.5169,366,828,0.442,124,370,0.3351,242,458,0.5284,287,356,0.8062,26,140,166,311,40,17,152,187,1143,0.43,16.8088,7358,19980,2088,82,1236,2.0461,0.1912,0.4326,2e-4,0.0648,0.1933,2e-4,0.1264,0.2393,3e-4,0.1499,0.186,4e-4,0.0136,0.0731,0.0867,0.1625,0.0209,0.0089,0.0794,0.0977,0.5972,2e-4,994,8.4299
158,9530000,Jared Dudley,33,PF,BRK,59,25,1220,160.3376,424.2712,0.1041,0.5335,101,239,0.4226,53,151,0.351,48,88,0.5455,32,46,0.6957,34,121,155,83,36,16,43,131,287,0.1925,4.8644,7358,19980,2088,82,1236,1.9302,0.0828,0.1959,3e-4,0.0434,0.1238,3e-4,0.0393,0.0721,4e-4,0.0262,0.0377,6e-4,0.0279,0.0992,0.127,0.068,0.0295,0.0131,0.0352,0.1074,0.2352,2e-4,382,4.1146
209,1512601,Treveon Graham,25,SG,BRK,35,21,715,228.3726,213.5143,0.1279,0.4346,64,191,0.3351,38,128,0.2969,26,63,0.4127,18,22,0.8182,23,84,107,34,13,7,17,68,184,0.1152,5.2571,7358,19980,2088,82,1236,2,0.0895,0.2671,5e-4,0.0531,0.179,4e-4,0.0364,0.0881,6e-4,0.0252,0.0308,0.0011,0.0322,0.1175,0.1497,0.0476,0.0182,0.0098,0.0238,0.0951,0.2573,2e-4,197,2.504
229,8333333,Joe Harris,27,SG,BRK,76,76,2293,531.4831,1169.4079,0.1699,0.6223,374,748,0.5,183,386,0.4741,191,362,0.5276,110,133,0.8271,52,239,291,181,38,17,121,182,1041,0.1778,13.6974,7358,19980,2088,82,1236,1.4959,0.1631,0.3262,2e-4,0.0798,0.1683,2e-4,0.0833,0.1579,2e-4,0.048,0.058,4e-4,0.0227,0.1042,0.1269,0.0789,0.0166,0.0074,0.0528,0.0794,0.454,1e-4,1050,8.7836
252,2470356,Rondae Hollis-Jefferson,24,SF,BRK,59,21,1234,461.7319,650.8475,0.2163,0.4199,200,487,0.4107,9,49,0.1837,191,438,0.4361,118,183,0.6448,83,227,310,96,44,27,68,107,527,0.3758,8.9322,7358,19980,2088,82,1236,1.4118,0.1621,0.3947,3e-4,0.0073,0.0397,1e-4,0.1548,0.3549,4e-4,0.0956,0.1483,5e-4,0.0673,0.184,0.2512,0.0778,0.0357,0.0219,0.0551,0.0867,0.4271,3e-4,584,5.6571
313,1690000,Rodions Kurucs,20,SF,BRK,63,46,1294,498.1961,629.7778,0.1839,0.5145,202,449,0.4499,58,184,0.3152,144,265,0.5434,72,92,0.7826,56,190,246,52,41,25,77,146,534,0.2049,8.4762,7358,19980,2088,82,1236,0.6753,0.1561,0.347,3e-4,0.0448,0.1422,2e-4,0.1113,0.2048,4e-4,0.0556,0.0711,6e-4,0.0433,0.1468,0.1901,0.0402,0.0317,0.0193,0.0595,0.1128,0.4127,2e-4,554,5.4377
327,1702800,Caris LeVert,24,SF,BRK,40,25,1063,436.6473,594.275,0.2395,0.4783,207,483,0.4286,48,154,0.3117,159,329,0.4833,85,123,0.6911,35,116,151,156,42,14,69,77,547,0.2547,13.675,7358,19980,2088,82,1236,2.2609,0.1947,0.4544,4e-4,0.0452,0.1449,3e-4,0.1496,0.3095,5e-4,0.08,0.1157,7e-4,0.0329,0.1091,0.1421,0.1468,0.0395,0.0132,0.0649,0.0724,0.5146,2e-4,527,5.2377
356,47370,Tahjere McCall,24,SG,BRK,1,0,8,11.5299,3,0.1806,0.6667,2,3,0.6667,0,1,0,2,2,1,0,1,0,0,1,1,0,0,0,0,2,4,0.3333,4,7358,19980,2088,82,1236,0,0.25,0.375,0.0833,0,0.125,0,0.25,0.25,0.125,0,0.125,0,0,0.125,0.125,0,0,0,0,0.25,0.5,0.0417,3,0.1085
394,1634400,Dzanan Musa,19,SG,BRK,9,0,39,30.1427,12.5556,0.2895,0.4318,9,22,0.4091,1,10,0.1,8,12,0.6667,0,2,0,1,4,5,2,2,0,4,1,19,0.0909,2.1111,7358,19980,2088,82,1236,0.5,0.2308,0.5641,0.0105,0.0256,0.2564,0.0026,0.2051,0.3077,0.0171,0,0.0513,0,0.0256,0.1026,0.1282,0.0513,0.0513,0,0.1026,0.0256,0.4872,0.0023,9,0.2474
399,1942422,Shabazz Napier,27,PG,BRK,56,2,983,355.6816,538.8214,0.24,0.4759,169,435,0.3885,76,228,0.3333,93,207,0.4493,115,138,0.8333,18,82,100,143,41,16,66,67,529,0.3172,9.4464,7358,19980,2088,82,1236,2.1667,0.1719,0.4425,4e-4,0.0773,0.2319,3e-4,0.0946,0.2106,5e-4,0.117,0.1404,8e-4,0.0183,0.0834,0.1017,0.1455,0.0417,0.0163,0.0671,0.0682,0.5381,3e-4,474,4.8374
433,77250,Theo Pinson,23,SG,BRK,18,0,211,127.3622,92,0.2004,0.4247,25,73,0.3425,12,46,0.2609,13,27,0.4815,19,22,0.8636,4,32,36,21,6,0,18,15,81,0.3014,4.5,7358,19980,2088,82,1236,1.1667,0.1185,0.346,0.0016,0.0569,0.218,0.0012,0.0616,0.128,0.0023,0.09,0.1043,0.0041,0.019,0.1517,0.1706,0.0995,0.0284,0,0.0853,0.0711,0.3839,0.0014,75,1.2136
469,7019698,D'Angelo Russell,22,PG,BRK,81,81,2448,719.2991,1803.8765,0.3192,0.5115,659,1517,0.4344,234,635,0.3685,425,882,0.4819,160,205,0.7805,53,262,315,563,100,20,253,141,1712,0.1351,21.1358,7358,19980,2088,82,1236,2.2253,0.2692,0.6197,2e-4,0.0956,0.2594,2e-4,0.1736,0.3603,2e-4,0.0654,0.0837,3e-4,0.0217,0.107,0.1287,0.23,0.0408,0.0082,0.1033,0.0576,0.6993,1e-4,1554,11.7861
562,77250,Alan Williams,26,PF,BRK,5,0,26,61.7466,33.8,0.2546,0.6154,8,13,0.6154,0,1,0,8,12,0.6667,2,4,0.5,4,15,19,3,1,0,1,2,18,0.3077,3.6,7358,19980,2088,82,1236,3,0.3077,0.5,0.0237,0,0.0385,0,0.3077,0.4615,0.0256,0.0769,0.1538,0.0192,0.1538,0.5769,0.7308,0.1154,0.0385,0,0.0385,0.0769,0.6923,0.0118,33,0.6556
34,7461960,Lonzo Ball,21,PG,LAL,47,45,1423,533.7928,757.8085,0.1689,0.4879,185,456,0.4057,75,228,0.3289,110,228,0.4825,20,48,0.4167,54,197,251,255,69,19,103,114,465,0.1053,9.8936,7425,19780,1910,82,1284,2.4757,0.13,0.3204,3e-4,0.0527,0.1602,2e-4,0.0773,0.1602,3e-4,0.0141,0.0337,3e-4,0.0379,0.1384,0.1764,0.1792,0.0485,0.0134,0.0724,0.0801,0.3268,1e-4,657,6.1795
44,3500000,Michael Beasley,30,PF,LAL,26,2,277,144.7008,194.9615,0.2949,0.5,75,153,0.4902,3,17,0.1765,72,136,0.5294,28,39,0.7179,13,47,60,25,9,10,27,42,181,0.2549,6.9615,7425,19780,1910,82,1284,0.9259,0.2708,0.5523,0.0018,0.0108,0.0614,6e-4,0.2599,0.491,0.0019,0.1011,0.1408,0.0026,0.0469,0.1697,0.2166,0.0903,0.0325,0.0361,0.0975,0.1516,0.6534,9e-4,169,2.232
66,1000000,Isaac Bonga,19,PG,LAL,22,0,120,76.5602,37.7273,0.1574,0.1515,5,33,0.1515,0,8,0,5,25,0.2,9,15,0.6,9,16,25,15,9,4,6,9,19,0.4545,0.8636,7425,19780,1910,82,1284,2.5,0.0417,0.275,0.0013,0,0.0667,0,0.0417,0.2083,0.0017,0.075,0.125,0.005,0.075,0.1333,0.2083,0.125,0.075,0.0333,0.05,0.075,0.1583,0.0038,32,0.6407
87,2500000,Reggie Bullock,27,"SG, SG","LAL, DET",63,60,1879,419.9219,702.9683,0.3035,0.537,245,594,0.4125,148,393,0.3766,97,201,0.4826,73,85,0.8588,22,151,173,129,40,12,65,109,711,0.1431,11.2857,7425,19780,1910,82,1284,1.9846,0.1304,0.3161,2e-4,0.0788,0.2092,2e-4,0.0516,0.107,3e-4,0.0389,0.0452,5e-4,0.0117,0.0804,0.0921,0.0687,0.0213,0.0064,0.0346,0.058,0.3784,1e-4,639,6.0521
94,12000000,Kentavious Caldwell-Pope,25,SG,LAL,82,23,2035,536.6349,919.2073,0.1813,0.5298,325,756,0.4299,151,435,0.3471,174,321,0.5421,137,158,0.8671,48,190,238,110,73,13,65,137,938,0.209,11.439,7425,19780,1910,82,1284,1.6923,0.1597,0.3715,2e-4,0.0742,0.2138,2e-4,0.0855,0.1577,3e-4,0.0673,0.0776,4e-4,0.0236,0.0934,0.117,0.0541,0.0359,0.0064,0.0319,0.0673,0.4609,1e-4,855,7.5293
102,77250,Alex Caruso,24,PG,LAL,25,4,531,282.066,295.32,0.1897,0.5145,77,173,0.4451,24,50,0.48,53,123,0.4309,51,64,0.7969,20,47,67,77,24,9,42,54,229,0.3699,9.16,7425,19780,1910,82,1284,1.8333,0.145,0.3258,8e-4,0.0452,0.0942,9e-4,0.0998,0.2316,8e-4,0.096,0.1205,0.0015,0.0377,0.0885,0.1262,0.145,0.0452,0.0169,0.0791,0.1017,0.4313,7e-4,255,3.0387
107,13585000,Tyson Chandler,36,"C, C","LAL, PHO",55,6,875,59.9355,486.2364,0.2102,0.6162,61,99,0.6162,0,1,0,61,98,0.6224,51,87,0.5862,92,215,307,37,21,23,42,110,173,0.8788,3.1455,7425,19780,1910,82,1284,0.881,0.0697,0.1131,7e-4,0,0.0011,0,0.0697,0.112,7e-4,0.0583,0.0994,7e-4,0.1051,0.2457,0.3509,0.0423,0.024,0.0263,0.048,0.1257,0.1977,0.001,445,4.6137
233,1655160,Josh Hart,23,SG,LAL,67,22,1715,489.4994,669.1343,0.1346,0.5065,189,464,0.4073,92,274,0.3358,97,190,0.5105,55,80,0.6875,35,213,248,93,64,40,58,147,525,0.1724,7.8358,7425,19780,1910,82,1284,1.6034,0.1102,0.2706,2e-4,0.0536,0.1598,2e-4,0.0566,0.1108,3e-4,0.0321,0.0466,4e-4,0.0204,0.1242,0.1446,0.0542,0.0373,0.0233,0.0338,0.0857,0.3061,1e-4,612,5.8593
268,76236,Andre Ingram,33,SG,LAL,4,0,15,0,-3.25,0.1933,0,0,6,0,0,3,0,0,3,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,7425,19780,1910,82,1284,0,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0.0667,0.0667,0.1333,0,0.0667,0,0.0667,0,0,0,-4,0
267,5757120,Brandon Ingram,21,SF,LAL,52,52,1760,598.7471,966.5192,0.2319,0.5178,362,729,0.4966,31,94,0.3298,331,635,0.5213,195,289,0.6747,41,226,267,154,28,31,129,149,950,0.3964,18.2692,7425,19780,1910,82,1284,1.1938,0.2057,0.4142,3e-4,0.0176,0.0534,2e-4,0.1881,0.3608,3e-4,0.1108,0.1642,4e-4,0.0233,0.1284,0.1517,0.0875,0.0159,0.0176,0.0733,0.0847,0.5398,2e-4,840,7.43
278,35654150,LeBron James,34,SF,LAL,55,55,1937,263.9038,1848.4182,0.3157,0.5603,558,1095,0.5096,111,327,0.3394,447,768,0.582,278,418,0.6651,57,408,465,454,72,33,197,94,1505,0.3817,27.3636,7425,19780,1910,82,1284,2.3046,0.2881,0.5653,3e-4,0.0573,0.1688,2e-4,0.2308,0.3965,3e-4,0.1435,0.2158,3e-4,0.0294,0.2106,0.2401,0.2344,0.0372,0.017,0.1017,0.0485,0.777,2e-4,1655,12.356
297,52170,Jemerrio Jones,23,SF,LAL,6,2,143,126.1576,78.1667,0.1126,0.3939,12,33,0.3636,2,10,0.2,10,23,0.4348,1,2,0.5,16,33,49,13,7,5,5,10,27,0.0606,4.5,7425,19780,1910,82,1284,2.6,0.0839,0.2308,0.0025,0.014,0.0699,0.0014,0.0699,0.1608,0.003,0.007,0.014,0.0035,0.1119,0.2308,0.3427,0.0909,0.049,0.035,0.035,0.0699,0.1888,4e-4,74,1.2014
314,1689840,Kyle Kuzma,23,PF,LAL,70,68,2314,647.3066,1280.1,0.2381,0.5152,496,1087,0.4563,128,422,0.3033,368,665,0.5534,188,250,0.752,60,322,382,178,41,26,133,170,1308,0.23,18.6857,7425,19780,1910,82,1284,1.3383,0.2143,0.4697,2e-4,0.0553,0.1824,1e-4,0.159,0.2874,2e-4,0.0812,0.108,3e-4,0.0259,0.1392,0.1651,0.0769,0.0177,0.0112,0.0575,0.0735,0.5653,1e-4,1149,9.3977
343,76236,Scott Machado,28,PG,LAL,4,0,19,25.7761,12,0.1404,0.75,4,6,0.6667,1,1,1,3,5,0.6,1,1,1,0,0,0,3,1,0,0,2,10,0.1667,2.5,7425,19780,1910,82,1284,Inf,0.2105,0.3158,0.0351,0.0526,0.0526,0.0526,0.1579,0.2632,0.0316,0.0526,0.0526,0.0526,0,0,0,0.1579,0.0526,0,0,0.1053,0.5263,0.0088,12,0.307
361,2393887,JaVale McGee,31,C,LAL,75,62,1671,413.317,1411.56,0.2023,0.6248,400,641,0.624,1,12,0.0833,399,629,0.6343,96,152,0.6316,195,371,566,52,47,148,108,208,897,0.2371,11.96,7425,19780,1910,82,1284,0.4815,0.2394,0.3836,4e-4,6e-4,0.0072,0,0.2388,0.3764,4e-4,0.0575,0.091,4e-4,0.1167,0.222,0.3387,0.0311,0.0281,0.0886,0.0646,0.1245,0.5368,1e-4,1305,10.3392
396,1487694,Sviatoslav Mykhailiuk,21,"SF, SF","LAL, DET",42,0,440,163.0769,118.5,0.3527,0.4321,46,140,0.3286,29,89,0.3258,17,51,0.3333,12,20,0.6,9,27,36,37,14,1,21,25,133,0.1429,3.1667,7425,19780,1910,82,1284,1.7619,0.1045,0.3182,7e-4,0.0659,0.2023,7e-4,0.0386,0.1159,8e-4,0.0273,0.0455,0.0014,0.0205,0.0614,0.0818,0.0841,0.0318,0.0023,0.0477,0.0568,0.3023,3e-4,98,1.4832
464,9000000,Rajon Rondo,32,PG,LAL,46,29,1369,271.6069,825.2391,0.1739,0.4641,175,432,0.4051,51,142,0.3592,124,290,0.4276,23,36,0.6389,34,209,243,367,57,7,127,100,424,0.0833,9.2174,7425,19780,1910,82,1284,2.8898,0.1278,0.3156,3e-4,0.0373,0.1037,3e-4,0.0906,0.2118,3e-4,0.0168,0.0263,5e-4,0.0248,0.1527,0.1775,0.2681,0.0416,0.0051,0.0928,0.073,0.3097,1e-4,701,6.4874
502,4449000,Lance Stephenson,28,SG,LAL,68,3,1123,357.4462,621.7353,0.2029,0.5104,184,432,0.4259,73,197,0.3706,111,235,0.4723,50,73,0.6849,32,183,215,140,41,7,86,111,491,0.169,7.2206,7425,19780,1910,82,1284,1.6279,0.1638,0.3847,4e-4,0.065,0.1754,3e-4,0.0988,0.2093,4e-4,0.0445,0.065,6e-4,0.0285,0.163,0.1915,0.1247,0.0365,0.0062,0.0766,0.0988,0.4372,2e-4,537,5.312
537,1764240,Moritz Wagner,21,C,LAL,43,5,446,256.602,229.093,0.2167,0.4795,71,171,0.4152,22,77,0.2857,49,94,0.5213,43,53,0.8113,17,68,85,24,11,13,39,57,207,0.3099,4.814,7425,19780,1910,82,1284,0.6154,0.1592,0.3834,9e-4,0.0493,0.1726,6e-4,0.1099,0.2108,0.0012,0.0964,0.1188,0.0018,0.0381,0.1525,0.1906,0.0538,0.0247,0.0291,0.0874,0.1278,0.4641,7e-4,191,2.4466
559,127250,Johnathan Williams,23,C,LAL,24,0,372,251.402,217.3333,0.1638,0.5909,65,110,0.5909,0,2,0,65,108,0.6019,27,48,0.5625,48,51,99,13,8,7,16,62,157,0.4364,6.5417,7425,19780,1910,82,1284,0.8125,0.1747,0.2957,0.0016,0,0.0054,0,0.1747,0.2903,0.0016,0.0726,0.129,0.0015,0.129,0.1371,0.2661,0.0349,0.0215,0.0188,0.043,0.1667,0.422,0.0012,202,2.5515
12,2076960,Grayson Allen,23,SG,UTA,38,2,416,168.6683,144.1316,0.244,0.4663,67,178,0.3764,32,99,0.3232,35,79,0.443,45,60,0.75,3,20,23,25,6,6,33,47,211,0.3371,5.5526,7082,19755,2092,82,1240,0.7576,0.1611,0.4279,9e-4,0.0769,0.238,8e-4,0.0841,0.1899,0.0011,0.1082,0.1442,0.0018,0.0072,0.0481,0.0553,0.0601,0.0144,0.0144,0.0793,0.113,0.5072,8e-4,112,1.6394
71,1679520,Tony Bradley,21,C,UTA,3,0,36,61.2613,27,0.2361,0.5,8,16,0.5,0,0,0,8,16,0.5,1,2,0.5,9,6,15,1,2,2,3,6,17,0.125,5.6667,7082,19755,2092,82,1240,0.3333,0.2222,0.4444,0.0139,0,0,0,0.2222,0.4444,0.0139,0.0278,0.0556,0.0139,0.25,0.1667,0.4167,0.0278,0.0556,0.0556,0.0833,0.1667,0.4722,0.0035,25,0.5324
106,77250,Tyler Cavanaugh,24,PF,UTA,11,0,39,28.2424,10.9091,0.1302,0.35,3,10,0.3,1,5,0.2,2,5,0.4,2,2,1,3,5,8,1,0,0,1,3,9,0.2,0.8182,7082,19755,2092,82,1240,1,0.0769,0.2564,0.0077,0.0256,0.1282,0.0051,0.0513,0.1282,0.0103,0.0513,0.0513,0.0256,0.0769,0.1282,0.2051,0.0256,0,0,0.0256,0.0769,0.2308,0.0051,10,0.2678
130,7305825,Jae Crowder,28,SF,UTA,80,11,2166,476.6778,1027.9375,0.1912,0.5075,318,797,0.399,173,522,0.3314,145,275,0.5273,142,197,0.7208,60,324,384,133,64,31,85,170,951,0.2472,11.8875,7082,19755,2092,82,1240,1.5647,0.1468,0.368,2e-4,0.0799,0.241,2e-4,0.0669,0.127,2e-4,0.0656,0.091,3e-4,0.0277,0.1496,0.1773,0.0614,0.0295,0.0143,0.0392,0.0785,0.4391,1e-4,944,8.1098
173,10600000,Dante Exum,23,PG,UTA,42,1,664,306.8522,325.7619,0.213,0.4564,101,241,0.4191,18,62,0.2903,83,179,0.4637,68,86,0.7907,16,52,68,110,14,5,52,69,288,0.3568,6.8571,7082,19755,2092,82,1240,2.1154,0.1521,0.363,6e-4,0.0271,0.0934,4e-4,0.125,0.2696,7e-4,0.1024,0.1295,0.0012,0.0241,0.0783,0.1024,0.1657,0.0211,0.0075,0.0783,0.1039,0.4337,5e-4,275,3.2157
175,16900000,Derrick Favors,27,C,UTA,76,70,1766,574.5401,1376.8947,0.1945,0.6002,363,619,0.5864,17,78,0.2179,346,541,0.6396,154,228,0.6754,207,353,560,89,56,106,84,163,897,0.3683,11.8026,7082,19755,2092,82,1240,1.0595,0.2055,0.3505,3e-4,0.0096,0.0442,1e-4,0.1959,0.3063,4e-4,0.0872,0.1291,4e-4,0.1172,0.1999,0.3171,0.0504,0.0317,0.06,0.0476,0.0923,0.5079,2e-4,1294,10.2738
203,23491573,Rudy Gobert,26,C,UTA,81,80,2577,668.5388,2311.3951,0.1778,0.6685,476,712,0.6685,0,0,0,476,712,0.6685,332,522,0.636,309,732,1041,161,66,187,130,231,1284,0.7331,15.8519,7082,19755,2092,82,1240,1.2385,0.1847,0.2763,3e-4,0,0,0,0.1847,0.2763,3e-4,0.1288,0.2026,2e-4,0.1199,0.2841,0.404,0.0625,0.0256,0.0726,0.0504,0.0896,0.4983,3e-4,2183,15.208
266,12545455,Joe Ingles,31,PF,UTA,82,82,2568,405.4098,1429.6463,0.1746,0.5655,359,802,0.4476,189,483,0.3913,170,319,0.5329,87,123,0.7073,35,295,330,469,98,20,193,180,994,0.1534,12.122,7082,19755,2092,82,1240,2.4301,0.1398,0.3123,2e-4,0.0736,0.1881,2e-4,0.0662,0.1242,2e-4,0.0339,0.0479,3e-4,0.0136,0.1149,0.1285,0.1826,0.0382,0.0078,0.0752,0.0701,0.3871,1e-4,1239,9.9445
311,7560000,Kyle Korver,37,"SG, PF","UTA, CLE",70,0,1334,17.6804,584.1571,0.3614,0.559,201,483,0.4161,138,348,0.3966,63,135,0.4667,60,73,0.8219,9,153,162,81,25,12,59,106,600,0.1511,8.5714,7082,19755,2092,82,1240,1.3729,0.1507,0.3621,3e-4,0.1034,0.2609,3e-4,0.0472,0.1012,3e-4,0.045,0.0547,6e-4,0.0067,0.1147,0.1214,0.0607,0.0187,0.009,0.0442,0.0795,0.4498,1e-4,526,5.2302
378,3111480,Donovan Mitchell,22,SG,UTA,77,77,2598,707.6118,1655.1688,0.3163,0.4935,661,1530,0.432,188,519,0.3622,473,1011,0.4679,319,396,0.8056,59,257,316,322,106,31,218,208,1829,0.2588,23.7532,7082,19755,2092,82,1240,1.4771,0.2544,0.5889,2e-4,0.0724,0.1998,1e-4,0.1821,0.3891,2e-4,0.1228,0.1524,3e-4,0.0227,0.0989,0.1216,0.1239,0.0408,0.0119,0.0839,0.0801,0.704,1e-4,1440,11.1315
332,77250,Naz Long,25,SG,UTA,14,0,84,39.9809,24.4286,0.147,0.35,6,20,0.3,2,11,0.1818,4,9,0.4444,2,2,1,1,5,6,15,1,1,8,10,16,0.1,1.1429,7082,19755,2092,82,1240,1.875,0.0714,0.2381,0.0036,0.0238,0.131,0.0022,0.0476,0.1071,0.0053,0.0238,0.0238,0.0119,0.0119,0.0595,0.0714,0.1786,0.0119,0.0119,0.0952,0.119,0.1905,0.0012,17,0.3987
400,2100000,Raul Neto,26,PG,UTA,37,1,474,248.6755,276.0541,0.1899,0.5217,74,161,0.4596,20,60,0.3333,54,101,0.5347,28,33,0.8485,6,56,62,93,14,4,35,49,196,0.205,5.2973,7082,19755,2092,82,1240,2.6571,0.1561,0.3397,0.001,0.0422,0.1266,7e-4,0.1139,0.2131,0.0011,0.0591,0.0696,0.0018,0.0127,0.1181,0.1308,0.1962,0.0295,0.0084,0.0738,0.1034,0.4135,4e-4,242,2.9217
401,1512601,Georges Niang,25,PF,UTA,59,0,516,267.6015,273.6102,0.1778,0.5939,86,181,0.4751,43,105,0.4095,43,76,0.5658,20,24,0.8333,11,76,87,35,10,6,23,57,235,0.1326,3.9831,7082,19755,2092,82,1240,1.5217,0.1667,0.3508,9e-4,0.0833,0.2035,8e-4,0.0833,0.1473,0.0011,0.0388,0.0465,0.0016,0.0213,0.1473,0.1686,0.0678,0.0194,0.0116,0.0446,0.1105,0.4554,3e-4,251,3.0029
