Tm,W,L,player_id,salary,player_name,Age,Pos,G,GS,MP,TrV,EFF,Tm_use_total,eFGp,PTS_per_MP,PTS_per_game,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,Tm_FGA,Tm_MP,Tm_FTA,Tm_G,Tm_TOV,ASTTOVR,FG_MP,FGA_MP,FGp_MP,X3P_MP,X3PA_MP,X3Pp_MP,X2P_MP,X2PA_MP,X2Pp_MP,FT_MP,FTA_MP,FTp_MP,ORB_MP,DRB_MP,TRB_MP,AST_MP,STL_MP,BLK_MP,TOV_MP,PF_MP,FTF_MP,Creds,ApproxV,TOT
UTA,50,32,411,1378242,Royce O'Neale,25,SF,82,16,1671,470.5333,722.1463,0.1104,0.5743,0.2549,5.1951,163,343,0.4752,68,176,0.3864,95,167,0.5689,32,42,0.7619,22,263,285,124,54,24,70,172,426,0.1224,7082,19755,2092,82,1240,1.7714,0.0975,0.2053,3e-4,0.0407,0.1053,2e-4,0.0569,0.0999,3e-4,0.0192,0.0251,5e-4,0.0132,0.1574,0.1706,0.0742,0.0323,0.0144,0.0419,0.1029,1e-4,653,6.1513,nonTOT
UTA,50,32,477,5250000,Thabo Sefolosha,34,SF,50,2,609,103.758,301.5,0.1289,0.5906,0.312,3.8,71,149,0.4765,34,78,0.4359,37,71,0.5211,14,22,0.6364,8,115,123,27,43,5,25,41,190,0.1477,7082,19755,2092,82,1240,1.08,0.1166,0.2447,8e-4,0.0558,0.1281,7e-4,0.0608,0.1166,9e-4,0.023,0.0361,0.001,0.0131,0.1888,0.202,0.0443,0.0706,0.0082,0.0411,0.0673,2e-4,277,3.2333,nonTOT
HOU,53,29,162,77250,Vincent Edwards,22,SF,2,0,16,9.1508,2,0.1085,0.375,0.1875,1.5,1,4,0.25,1,4,0.25,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,7163,19830,2001,82,1094,0,0.0625,0.25,0.0156,0.0625,0.25,0.0156,0,0,0,0,0,0,0.0625,0.0625,0.125,0,0,0,0,0,0,2,0.0801,nonTOT
HOU,53,29,257,247827,Danuel House,25,SF,39,13,979,354.4004,428.1026,0.1411,0.6151,0.3739,9.3846,118,252,0.4683,74,178,0.4157,44,74,0.5946,56,71,0.7887,25,115,140,40,21,11,35,80,366,0.2817,7163,19830,2001,82,1094,1.1429,0.1205,0.2574,5e-4,0.0756,0.1818,4e-4,0.0449,0.0756,6e-4,0.0572,0.0725,8e-4,0.0255,0.1175,0.143,0.0409,0.0215,0.0112,0.0358,0.0817,3e-4,394,4.2112,nonTOT
POR,53,29,225,10837079,Moe Harkless,25,SF,60,53,1415,471.278,699.25,0.1388,0.5296,0.3251,7.6667,189,388,0.4871,33,120,0.275,156,268,0.5821,49,73,0.6712,77,192,269,74,67,53,45,163,460,0.1881,7427,19855,1914,82,1135,1.6444,0.1336,0.2742,3e-4,0.0233,0.0848,2e-4,0.1102,0.1894,4e-4,0.0346,0.0516,5e-4,0.0544,0.1357,0.1901,0.0523,0.0473,0.0375,0.0318,0.1152,1e-4,655,6.1654,nonTOT
POR,53,29,318,1544951,Jake Layman,24,SF,71,33,1327,467.1787,642.3521,0.1595,0.579,0.4077,7.6197,216,424,0.5094,59,181,0.326,157,243,0.6461,50,71,0.7042,56,161,217,53,31,30,46,116,541,0.1675,7427,19855,1914,82,1135,1.1522,0.1628,0.3195,4e-4,0.0445,0.1364,2e-4,0.1183,0.1831,5e-4,0.0377,0.0535,5e-4,0.0422,0.1213,0.1635,0.0399,0.0234,0.0226,0.0347,0.0874,1e-4,597,5.7512,nonTOT
DEN,54,28,126,2000000,Torrey Craig,28,SF,75,37,1503,373.4874,624.4133,0.1241,0.5262,0.2861,5.7333,160,362,0.442,61,188,0.3245,99,174,0.569,49,70,0.7,89,174,263,72,37,46,44,175,430,0.1934,7384,19730,1714,82,1102,1.6364,0.1065,0.2409,3e-4,0.0406,0.1251,2e-4,0.0659,0.1158,4e-4,0.0326,0.0466,5e-4,0.0592,0.1158,0.175,0.0479,0.0246,0.0306,0.0293,0.1164,1e-4,581,5.6352,nonTOT
BOS,49,33,506,6700800,Jayson Tatum,20,SF,79,79,2455,710.5703,1424.4557,0.2209,0.5058,0.5063,15.7342,466,1036,0.4498,116,311,0.373,350,725,0.4828,195,228,0.8553,70,407,477,168,84,57,122,168,1243,0.2201,7423,19780,1598,82,1052,1.377,0.1898,0.422,2e-4,0.0473,0.1267,2e-4,0.1426,0.2953,2e-4,0.0794,0.0929,3e-4,0.0285,0.1658,0.1943,0.0684,0.0342,0.0232,0.0497,0.0684,1e-4,1304,10.3333,nonTOT
OKC,49,33,197,30560700,Paul George,28,SF,77,77,2841,603.4002,2312.3377,0.2948,0.5285,0.7599,28.039,707,1614,0.438,292,757,0.3857,415,857,0.4842,453,540,0.8389,105,523,628,318,170,34,205,214,2159,0.3346,7706,19855,2049,82,1145,1.5512,0.2489,0.5681,2e-4,0.1028,0.2665,1e-4,0.1461,0.3017,2e-4,0.1595,0.1901,3e-4,0.037,0.1841,0.221,0.1119,0.0598,0.012,0.0722,0.0753,1e-4,2110,14.8249,nonTOT
OKC,49,33,213,77250,Donte Grantham,23,SF,3,0,2,0,-2,0.4072,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7706,19855,2049,82,1145,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,nonTOT
OKC,49,33,397,1378242,Abdel Nader,25,SF,61,1,694,266.9134,275.5738,0.1507,0.4977,0.3473,3.9508,91,215,0.4233,32,100,0.32,59,115,0.513,27,36,0.75,14,102,116,20,20,12,26,68,241,0.1674,7706,19855,2049,82,1145,0.7692,0.1311,0.3098,6e-4,0.0461,0.1441,5e-4,0.085,0.1657,7e-4,0.0389,0.0519,0.0011,0.0202,0.147,0.1671,0.0288,0.0288,0.0173,0.0375,0.098,2e-4,250,2.9939,nonTOT
IND,48,34,62,10500000,Bojan Bogdanovic,29,SF,81,81,2573,502.1656,1428.3457,0.2241,0.5747,0.5651,17.9506,522,1051,0.4967,164,386,0.4249,358,665,0.5383,246,305,0.8066,33,300,333,161,69,1,134,138,1454,0.2902,7135,19705,1727,82,1122,1.2015,0.2029,0.4085,2e-4,0.0637,0.15,2e-4,0.1391,0.2585,2e-4,0.0956,0.1185,3e-4,0.0128,0.1166,0.1294,0.0626,0.0268,4e-4,0.0521,0.0536,1e-4,1296,10.2857,nonTOT
IND,48,34,360,7333334,Doug McDermott,27,SF,77,1,1340,365.0988,537.4545,0.1627,0.59,0.4209,7.3247,207,422,0.4905,84,206,0.4078,123,216,0.5694,66,79,0.8354,17,92,109,67,18,8,42,104,564,0.1872,7135,19705,1727,82,1122,1.5952,0.1545,0.3149,4e-4,0.0627,0.1537,3e-4,0.0918,0.1612,4e-4,0.0493,0.059,6e-4,0.0127,0.0687,0.0813,0.05,0.0134,0.006,0.0313,0.0776,1e-4,496,5.0049,nonTOT
PHI,51,31,245,77250,Haywood Highsmith,22,SF,5,0,40,25.7084,8.8,0.1245,0.45,0.225,1.8,4,10,0.4,1,5,0.2,3,5,0.6,0,2,0,0,5,5,2,1,0,1,1,9,0.2,7233,19805,2258,82,1223,2,0.1,0.25,0.01,0.025,0.125,0.005,0.075,0.125,0.015,0,0.05,0,0,0.125,0.125,0.05,0.025,0,0.025,0.025,0.005,8,0.2265,nonTOT
SAS,48,34,437,2165481,Quincy Pondexter,30,SF,53,0,292,120.8626,142.7547,0.1349,0.5517,0.3356,1.8491,29,58,0.5,6,18,0.3333,23,40,0.575,34,42,0.8095,8,38,46,24,11,1,13,24,98,0.7241,7248,19805,1720,82,992,1.8462,0.0993,0.1986,0.0017,0.0205,0.0616,0.0011,0.0788,0.137,0.002,0.1164,0.1438,0.0028,0.0274,0.1301,0.1575,0.0822,0.0377,0.0034,0.0445,0.0822,0.0025,130,1.8333,nonTOT
LAC,48,34,191,21587579,Danilo Gallinari,30,SF,68,68,2059,471.7749,1497.5441,0.238,0.5537,0.6537,19.7941,409,884,0.4627,161,372,0.4328,248,512,0.4844,367,406,0.9039,54,363,417,178,49,23,99,129,1346,0.4593,7178,19830,2340,82,1193,1.798,0.1986,0.4293,2e-4,0.0782,0.1807,2e-4,0.1204,0.2487,2e-4,0.1782,0.1972,4e-4,0.0262,0.1763,0.2025,0.0864,0.0238,0.0112,0.0481,0.0627,2e-4,1400,10.8988,nonTOT
ORL,42,40,271,1378242,Wesley Iwundu,24,SF,68,13,1233,384.6921,465.3529,0.1284,0.4653,0.2749,4.9853,113,274,0.4124,29,79,0.3671,84,195,0.4308,84,103,0.8155,37,147,184,73,28,22,44,123,339,0.3759,7307,19780,1575,82,1082,1.6591,0.0916,0.2222,3e-4,0.0235,0.0641,3e-4,0.0681,0.1582,3e-4,0.0681,0.0835,7e-4,0.03,0.1192,0.1492,0.0592,0.0227,0.0178,0.0357,0.0998,3e-4,422,4.4337,nonTOT
BRK,42,40,252,2470356,Rondae Hollis-Jefferson,24,SF,59,21,1234,461.7319,650.8475,0.2163,0.4199,0.4271,8.9322,200,487,0.4107,9,49,0.1837,191,438,0.4361,118,183,0.6448,83,227,310,96,44,27,68,107,527,0.3758,7358,19980,2088,82,1236,1.4118,0.1621,0.3947,3e-4,0.0073,0.0397,1e-4,0.1548,0.3549,4e-4,0.0956,0.1483,5e-4,0.0673,0.184,0.2512,0.0778,0.0357,0.0219,0.0551,0.0867,3e-4,584,5.6571,nonTOT
BRK,42,40,313,1690000,Rodions Kurucs,20,SF,63,46,1294,498.1961,629.7778,0.1839,0.5145,0.4127,8.4762,202,449,0.4499,58,184,0.3152,144,265,0.5434,72,92,0.7826,56,190,246,52,41,25,77,146,534,0.2049,7358,19980,2088,82,1236,0.6753,0.1561,0.347,3e-4,0.0448,0.1422,2e-4,0.1113,0.2048,4e-4,0.0556,0.0711,6e-4,0.0433,0.1468,0.1901,0.0402,0.0317,0.0193,0.0595,0.1128,2e-4,554,5.4377,nonTOT
BRK,42,40,327,1702800,Caris LeVert,24,SF,40,25,1063,436.6473,594.275,0.2395,0.4783,0.5146,13.675,207,483,0.4286,48,154,0.3117,159,329,0.4833,85,123,0.6911,35,116,151,156,42,14,69,77,547,0.2547,7358,19980,2088,82,1236,2.2609,0.1947,0.4544,4e-4,0.0452,0.1449,3e-4,0.1496,0.3095,5e-4,0.08,0.1157,7e-4,0.0329,0.1091,0.1421,0.1468,0.0395,0.0132,0.0649,0.0724,2e-4,527,5.2377,nonTOT
MIA,39,43,294,1512601,Derrick Jones,21,SF,60,14,1153,478.4315,574.2833,0.1563,0.537,0.366,7.0333,160,324,0.4938,28,91,0.3077,132,233,0.5665,74,122,0.6066,96,144,240,37,46,42,43,123,422,0.3765,7218,19730,1782,82,1208,0.8605,0.1388,0.281,4e-4,0.0243,0.0789,3e-4,0.1145,0.2021,5e-4,0.0642,0.1058,5e-4,0.0833,0.1249,0.2082,0.0321,0.0399,0.0364,0.0373,0.1067,3e-4,532,5.2749,nonTOT
MIA,39,43,564,3448926,Justise Winslow,22,SF,66,52,1959,614.9629,1079.8485,0.208,0.4967,0.4237,12.5758,324,749,0.4326,96,256,0.375,228,493,0.4625,86,137,0.6277,63,292,355,282,72,19,142,177,830,0.1829,7218,19730,1782,82,1208,1.9859,0.1654,0.3823,2e-4,0.049,0.1307,2e-4,0.1164,0.2517,2e-4,0.0439,0.0699,3e-4,0.0322,0.1491,0.1812,0.144,0.0368,0.0097,0.0725,0.0904,1e-4,940,8.084,nonTOT
DET,41,41,459,4075000,Glenn Robinson,25,SF,47,18,610,218.2278,201.617,0.1496,0.4716,0.3246,4.2128,74,176,0.4205,18,62,0.2903,56,114,0.4912,32,40,0.8,17,54,71,21,14,8,18,45,198,0.2273,7238,19855,1893,82,1135,1.1667,0.1213,0.2885,7e-4,0.0295,0.1016,5e-4,0.0918,0.1869,8e-4,0.0525,0.0656,0.0013,0.0279,0.0885,0.1164,0.0344,0.023,0.0131,0.0295,0.0738,4e-4,184,2.379,nonTOT
SAC,39,43,560,77250,Troy Williams,24,SF,21,0,312,180.0788,138.5714,0.1504,0.5204,0.3558,5.2857,44,98,0.449,14,44,0.3182,30,54,0.5556,9,15,0.6,12,47,59,11,10,8,9,37,111,0.15310000000000001,7637,19730,1865,82,1095,1.2222,0.141,0.3141,0.0014,0.0449,0.141,0.001,0.0962,0.1731,0.0018,0.0288,0.0481,0.0019,0.0385,0.1506,0.1891,0.0353,0.0321,0.0256,0.0288,0.1186,5e-4,130,1.8333,nonTOT
