Tm,W,L,player_id,salary,player_name,Age,Pos,G,GS,MP,TrV,EFF,Tm_use_total,eFGp,PTS_per_MP,PTS_per_game,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,Tm_FGA,Tm_MP,Tm_FTA,Tm_G,Tm_TOV,ASTTOVR,FG_MP,FGA_MP,FGp_MP,X3P_MP,X3PA_MP,X3Pp_MP,X2P_MP,X2PA_MP,X2Pp_MP,FT_MP,FTA_MP,FTp_MP,ORB_MP,DRB_MP,TRB_MP,AST_MP,STL_MP,BLK_MP,TOV_MP,PF_MP,FTF_MP,Creds,ApproxV,TOT
WAS,32,50,541,19169800,John Wall,28,PG,32,32,1104,398.4852,772.2188,0.2879,0.49,0.6005,20.7188,245,552,0.4438,51,169,0.3018,194,383,0.5065,122,175,0.6971,15,101,116,279,49,29,121,71,663,0.317,7387,19930,1963,82,1154,2.3058,0.2219,0.5,4e-4,0.0462,0.15310000000000001,3e-4,0.1757,0.3469,5e-4,0.1105,0.1585,6e-4,0.0136,0.0915,0.1051,0.2527,0.0444,0.0263,0.1096,0.0643,3e-4,655,6.1654,nonTOT
ATL,29,53,4,236854,Jaylen Adams,22,PG,34,1,428,212.6533,177.1765,0.1349,0.4591,0.2523,3.1765,38,110,0.3455,25,74,0.3378,13,36,0.3611,7,9,0.7778,11,49,60,65,14,5,28,45,108,0.0818,7524,19855,1918,82,1397,2.3214,0.0888,0.257,8e-4,0.0584,0.1729,8e-4,0.0304,0.0841,8e-4,0.0164,0.021,0.0018,0.0257,0.1145,0.1402,0.1519,0.0327,0.0117,0.0654,0.1051,2e-4,150,2.041,nonTOT
ATL,29,53,569,5363280,Trae Young,20,PG,81,81,2503,731.493,1784.1975,0.2837,0.4801,0.6189,19.1235,525,1256,0.418,156,482,0.3237,369,774,0.4767,343,414,0.8285,64,237,301,653,72,15,308,140,1549,0.3296,7524,19855,1918,82,1397,2.1201,0.2097,0.5018,2e-4,0.0623,0.1926,1e-4,0.1474,0.3092,2e-4,0.137,0.1654,3e-4,0.0256,0.0947,0.1203,0.2609,0.0288,0.006,0.1231,0.0559,1e-4,1480,11.3626,nonTOT
CHI,22,60,24,1349383,Ryan Arcidiacono,24,PG,81,32,1961,538.9319,856.2222,0.1172,0.5443,0.2774,6.716,187,418,0.4474,81,217,0.3733,106,201,0.5274,89,102,0.8725,27,192,219,269,65,4,63,171,544,0.244,7205,19905,1695,82,1159,4.2698,0.0954,0.2132,2e-4,0.0413,0.1107,2e-4,0.0541,0.1025,3e-4,0.0454,0.052,4e-4,0.0138,0.0979,0.1117,0.1372,0.0331,0.002,0.0321,0.0872,1e-4,794,7.1227,nonTOT
CHI,22,60,159,4221000,Kris Dunn,24,PG,46,44,1389,493.3794,764.7391,0.2015,0.4585,0.3737,11.2826,215,506,0.4249,34,96,0.3542,181,410,0.4415,55,69,0.7971,19,168,187,277,68,21,104,166,519,0.1364,7205,19905,1695,82,1159,2.6635,0.1548,0.3643,3e-4,0.0245,0.0691,3e-4,0.1303,0.2952,3e-4,0.0396,0.0497,6e-4,0.0137,0.121,0.1346,0.1994,0.049,0.0151,0.0749,0.1195,1e-4,663,6.2218,nonTOT
CHI,22,60,231,1325531,Shaquille Harrison,25,PG,73,11,1430,454.4239,670.1781,0.1651,0.4601,0.3315,6.4932,184,426,0.4319,24,89,0.2697,160,337,0.4748,82,123,0.6667,33,189,222,139,89,30,60,124,474,0.2887,7205,19905,1695,82,1159,2.3167,0.1287,0.2979,3e-4,0.0168,0.0622,2e-4,0.1119,0.2357,3e-4,0.0573,0.086,5e-4,0.0231,0.1322,0.1552,0.0972,0.0622,0.021,0.042,0.0867,2e-4,611,5.8521,nonTOT
CHI,22,60,322,176250,Walter Lemon,26,PG,6,3,167,129.8355,101.3333,0.2665,0.4483,0.515,14.3333,38,87,0.4368,2,5,0.4,36,82,0.439,8,11,0.7273,4,23,27,30,11,1,10,14,86,0.1264,7205,19905,1695,82,1159,3,0.2275,0.521,0.0026,0.012,0.0299,0.0024,0.21560000000000001,0.491,0.0026,0.0479,0.0659,0.0044,0.024,0.1377,0.1617,0.1796,0.0659,0.006,0.0599,0.0838,8e-4,93,1.4261,nonTOT
CHI,22,60,529,77250,Tyler Ulis,23,PG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7205,19905,1695,82,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOT
PHO,19,63,368,949000,De'Anthony Melton,20,PG,50,31,984,413.3179,469.5,0.1498,0.4473,0.2541,5,100,256,0.3906,29,95,0.3053,71,161,0.441,21,28,0.75,25,109,134,159,68,23,75,113,250,0.1094,7164,19880,1858,82,1279,2.12,0.1016,0.2602,4e-4,0.0295,0.0965,3e-4,0.0722,0.1636,4e-4,0.0213,0.0285,8e-4,0.0254,0.1108,0.1362,0.1616,0.0691,0.0234,0.0762,0.1148,1e-4,396,4.2272,nonTOT
PHO,19,63,415,1238464,Elie Okobo,21,PG,53,16,958,351.7305,380.6981,0.1702,0.4603,0.3173,5.7358,114,290,0.3931,39,132,0.2955,75,158,0.4747,37,47,0.7872,12,86,98,127,32,7,69,109,304,0.1621,7164,19880,1858,82,1279,1.8406,0.119,0.3027,4e-4,0.0407,0.1378,3e-4,0.0783,0.1649,5e-4,0.0386,0.0491,8e-4,0.0125,0.0898,0.1023,0.1326,0.0334,0.0073,0.072,0.1138,2e-4,313,3.5436,nonTOT
NYK,17,65,391,4294479,Emmanuel Mudiay,22,PG,59,42,1607,562.5384,904.6271,0.2559,0.4926,0.5432,14.7966,330,740,0.4459,69,210,0.3286,261,530,0.4925,144,186,0.7742,33,163,196,228,43,19,140,103,873,0.2514,7241,19780,1956,82,1151,1.6286,0.2054,0.4605,3e-4,0.0429,0.1307,2e-4,0.1624,0.3298,3e-4,0.0896,0.1157,5e-4,0.0205,0.1014,0.122,0.1419,0.0268,0.0118,0.0871,0.0641,2e-4,767,6.9403,nonTOT
NYK,17,65,406,4155720,Frank Ntilikina,20,PG,43,16,904,310.5386,302.6977,0.1661,0.3954,0.2721,5.7209,95,282,0.3369,33,115,0.287,62,167,0.3713,23,30,0.7667,12,75,87,121,30,14,56,104,246,0.1064,7241,19780,1956,82,1151,2.1607,0.1051,0.3119,4e-4,0.0365,0.1272,3e-4,0.0686,0.1847,4e-4,0.0254,0.0332,8e-4,0.0133,0.083,0.0962,0.1338,0.0332,0.0155,0.0619,0.115,1e-4,248,2.9759,nonTOT
CLE,19,63,479,4073760,Collin Sexton,20,PG,82,72,2605,649.5763,1169.7439,0.2523,0.4797,0.5263,16.7195,519,1206,0.4303,119,296,0.402,400,910,0.4396,214,255,0.8392,57,179,236,243,44,6,185,186,1371,0.2114,7184,19755,1694,82,1106,1.3135,0.1992,0.463,2e-4,0.0457,0.1136,2e-4,0.1536,0.3493,2e-4,0.0821,0.0979,3e-4,0.0219,0.0687,0.0906,0.0933,0.0169,0.0023,0.071,0.0714,1e-4,987,8.3853,nonTOT
CLE,19,63,486,76236,Kobi Simmons,21,PG,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7184,19755,1694,82,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOT
